id,name,host_id,host_is_superhost,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,amenities,price,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
20796722,Eden Prairie Private Guest Suite,149090146,True,1,Hennepin,44.83488,-93.43297,Entire guest suite,Entire home/apt,4,10.0,1.0,"[""Hot water"", ""Keypad"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shower gel"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Outdoor furniture"", ""Essentials"", ""Indoor fireplace"", ""Fire pit"", ""Cooking basics"", ""Free street parking"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""EV charger"", ""Heating"", ""TV with standard cable"", ""Backyard"", ""Room-darkening shades"", ""Outdoor dining area"", ""Security cameras on property"", ""Kitchen"", ""Self check-in"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",110.0,True,13,39,50,156,210,4.98,5.0,5.0,4.99,4.95,4.94
20798007,Home away from Home-Healthcare Workers Welcome!,25071569,True,2,Scott,44.77647,-93.48925,Private room in townhouse,Private room,2,10.0,1.0,"[""Hot water"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Varies conditioner"", ""Hangers"", ""Shower gel"", ""First aid kit"", ""Free parking on premises"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Clothing storage: closet"", ""Ceiling fan"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""50\"" HDTV with Amazon Prime Video, Disney+, Fire TV, Hulu, Netflix"", ""Indoor fireplace: gas"", ""Hot water kettle"", ""Fire pit"", ""Free street parking"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Breakfast"", ""Dishes and silverware"", ""Toaster"", ""Outlet covers"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Coffee maker"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Shared backyard \u2013 Not fully fenced"", ""Heating"", ""Laundromat nearby"", ""Private patio or balcony"", ""Coffee"", ""Baby safety gates"", ""Board games"", ""Portable fans"", ""Cleaning products"", ""Outdoor dining area"", ""Security cameras on property"", ""Smart lock"", ""Self check-in"", ""Varies body soap"", ""Books and reading material"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",51.0,True,5,25,25,133,126,4.93,4.9,4.96,4.98,4.94,4.93
20799852,Private Master Bedroom,57694320,True,2,Hennepin,44.88386,-93.36734,Private room in home,Private room,1,10.0,1.0,"[""Hot water"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Hangers"", ""Extra pillows and blankets"", ""Private living room"", ""Smoke alarm"", ""First aid kit"", ""Air conditioning"", ""Lock on bedroom door"", ""Heating"", ""Iron"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",45.0,True,27,57,87,177,70,4.74,4.79,4.8,4.8,4.81,4.81
20836057,Marigold Cottage + Chickens! S MPLS & Lake Nokomis,124429543,True,1,Hennepin,44.90912,-93.23178,Entire home,Entire home/apt,10,20.0,3.0,"[""Hot water"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Garden view"", ""Hangers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Clothing storage: closet"", ""High chair"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Ceiling fan"", ""Free washer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Lake access"", ""Hot water kettle"", ""Cooking basics"", ""Blender"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Baby monitor"", ""Toaster"", ""Pets allowed"", ""Central heating"", ""Wine glasses"", ""Body soap"", ""Stainless steel oven"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Microwave"", ""Extra pillows and blankets"", ""Piano"", ""Freezer"", ""Public or shared beach access"", ""Smoke alarm"", ""Coffee maker: drip coffee maker, french press"", ""Private backyard \u2013 Fully fenced"", ""Record player"", ""BBQ grill"", ""Beach essentials"", ""Conditioner"", ""Private patio or balcony"", ""Coffee"", ""Baby safety gates"", ""Board games"", ""Portable fans"", ""Cleaning products"", ""Room-darkening shades"", ""Stainless steel gas stove"", ""40\"" HDTV"", ""Barbecue utensils"", ""Kitchen"", ""Outdoor dining area"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",314.0,True,0,13,23,260,49,4.98,5.0,5.0,5.0,4.96,4.98
20842753,1 bedroom in Jeddah,80130220,False,1,Ramsey,44.94618,-93.09576,Private room in rental unit,Private room,2,10.0,1.0,"[""Essentials"", ""Gym"", ""Wifi"", ""Hot tub"", ""Hangers"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Breakfast"", ""Elevator"", ""Heating"", ""Pool"", ""Iron"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Dryer""]",55.0,False,0,0,0,0,6,3.67,3.67,3.67,3.67,4.67,3.67
20846714,Private Studio nestled in the heart of Uptown,506339,True,3,Hennepin,44.95248,-93.29149,Entire home,Entire home/apt,2,10.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee maker"", ""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""Single level home"", ""Security cameras on property"", ""Kitchen"", ""Smart lock"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",65.0,True,7,19,36,292,499,4.81,4.84,4.93,4.95,4.93,4.8
20849610,Charming and cozy St. Paul home.,114885038,False,1,Ramsey,44.98516,-93.20072,Entire home,Entire home/apt,6,10.0,3.0,"[""Hot water"", ""Keypad"", ""Dining table"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Dedicated workspace"", ""Hangers"", ""Safe"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Outdoor furniture"", ""Ceiling fan"", ""Fire extinguisher"", ""Essentials"", ""Hot water kettle"", ""Fire pit"", ""Cooking basics"", ""Wifi \u2013 40 Mbps"", ""Free street parking"", ""Dr. Bronner's body soap"", ""Private entrance"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Pets allowed"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""BBQ grill"", ""Private backyard \u2013 Fully fenced"", ""Heating"", ""Private patio or balcony"", ""Coffee"", ""Hair dryer"", ""Board games"", ""Gas stove"", ""Portable fans"", ""Cleaning products"", ""Barbecue utensils"", ""Kitchen"", ""Oven"", ""Baking sheet"", ""Self check-in"", ""Books and reading material"", ""HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku"", ""Bathtub"", ""Carbon monoxide alarm""]",125.0,True,1,1,8,190,4,5.0,5.0,5.0,5.0,5.0,5.0
20849765,Quiet Mac-Groveland neighborhood,36101056,True,2,Ramsey,44.93545,-93.15278,Private room in home,Private room,1,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Bed linens"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Refrigerator"", ""Clothing storage: dresser"", ""Ceiling fan"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""32\"" HDTV"", ""Microwave"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Heating"", ""Laundromat nearby"", ""Portable fans"", ""Cleaning products"", ""Room-darkening shades"", ""Security cameras on property"", ""Bathtub"", ""Carbon monoxide alarm""]",52.0,True,14,43,73,147,45,4.82,4.71,4.96,4.98,4.96,4.82
20864199,Cozy cottage - Nokomis area,83562815,True,1,Hennepin,44.92082,-93.22709,Entire home,Entire home/apt,2,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Wifi"", ""Dedicated workspace"", ""Washer \u2013\u00a0In unit"", ""Hangers"", ""Shower gel"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Outdoor furniture"", ""Ceiling fan"", ""Fire extinguisher"", ""Essentials"", ""Lake access"", ""Hot water kettle"", ""Cooking basics"", ""Blender"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Dryer \u2013\u00a0In unit"", ""Central heating"", ""42\"" HDTV"", ""Old school two channels  sound system with aux"", ""Body soap"", ""Coffee maker"", ""Private backyard \u2013 Not fully fenced"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Stove"", ""Record player"", ""Conditioner"", ""Private patio or balcony"", ""Board games"", ""Window AC unit"", ""Game console"", ""Paid parking on premises"", ""Portable fans"", ""Cleaning products"", ""Security cameras on property"", ""Kitchen"", ""Clothing storage"", ""Oven"", ""Baking sheet"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",86.0,True,9,39,65,245,86,4.92,4.98,4.97,5.0,4.98,4.88
20864475,Separate Lower Level with Private Entry,149769513,True,2,Hennepin,45.04204,-93.44107,Entire guest suite,Entire home/apt,2,10.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Wifi"", ""Hangers"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""Essentials"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Smoke alarm"", ""Lockbox"", ""Security cameras on property"", ""Self check-in"", ""Hair dryer"", ""Carbon monoxide alarm""]",65.0,True,0,0,20,232,116,4.97,4.99,5.0,4.96,4.96,4.98
20889521,The NE  slice of Minneapolis,36862587,False,1,Hennepin,44.99774,-93.26754,Entire home,Entire home/apt,7,10.0,3.0,"[""Hot water"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Breakfast"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""Single level home"", ""Backyard"", ""Room-darkening shades"", ""Kitchen"", ""Oven"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",136.0,True,28,58,88,178,7,4.71,5.0,5.0,5.0,5.0,4.71
20942498,"Fabulous Uptown 7BR, Sleeps 15! Location, Location",22469174,True,6,Hennepin,44.941673278808594,-93.30154418945312,Entire home,Entire home/apt,15,20.0,7.0,"[""Hot water"", ""Keypad"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""High chair"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Stove"", ""Heating"", ""Backyard"", ""Security cameras on property"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",343.0,True,14,27,43,234,70,4.99,4.99,5.0,5.0,5.0,4.89
20947807,Private home close to Lake Minnetonka,588732,True,5,Hennepin,44.92514,-93.48347,Entire home,Entire home/apt,10,2050.0,4.0,"[""Hot water"", ""Bed linens"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""High chair"", ""Fireplace guards"", ""Free parking on premises"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Essentials"", ""Cooking basics"", ""Iron"", ""Shampoo"", ""Baby bath"", ""Washer"", ""Dishes and silverware"", ""Breakfast"", ""Children\u2019s books and toys"", ""Pets allowed"", ""Coffee maker"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Record player"", ""BBQ grill"", ""Heating"", ""Beach essentials"", ""Conditioner"", ""Private patio or balcony"", ""Baby safety gates"", ""Game console"", ""Backyard"", ""Kitchen"", ""Smart lock"", ""Oven"", ""Baking sheet"", ""Self check-in"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",400.0,True,26,56,74,206,65,4.88,4.65,4.92,4.91,4.86,4.68
20976481,Fireplace + Peloton + Office + Sauna + $0 fees,1516165,True,4,Hennepin,44.9666,-93.2953,Entire rental unit,Entire home/apt,4,10.0,2.0,"[""Hot water"", ""Keypad"", ""Dining table"", ""Free washer \u2013 In building"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Shared sauna"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hangers"", ""Drying rack for clothing"", ""First aid kit"", ""Fast wifi \u2013 329 Mbps"", ""Refrigerator"", ""Outdoor furniture"", ""High chair"", ""Ceiling fan"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace: gas"", ""Private gym in building"", ""Kirkland Signature Natural Body Wash body soap"", ""Hot water kettle"", ""Cooking basics"", ""Ethernet connection"", ""Exercise equipment"", ""Blender"", ""Private entrance"", ""Shared patio or balcony"", ""Babysitter recommendations"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Baby monitor"", ""Children\u2019s books and toys"", ""Free dryer \u2013 In building"", ""Outlet covers"", ""Toaster"", ""Wine glasses"", ""49\"" TV with Netflix, Roku"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Shared backyard \u2013 Not fully fenced"", ""Stove"", ""Record player"", ""Heating"", ""Single level home"", ""Conditioner"", ""Coffee"", ""Board games"", ""Portable fans"", ""Cleaning products"", ""Room-darkening shades"", ""Barbecue utensils"", ""Outdoor dining area"", ""Security cameras on property"", ""Kitchen"", ""Oven"", ""Baking sheet"", ""Self check-in"", ""Clothing storage: closet and dresser"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",170.0,True,15,38,53,277,185,4.99,4.99,4.98,4.99,4.99,4.97
20989807,Sunny 2 Bedroom Roost,4208173,False,11,Hennepin,44.94675,-93.2487,Entire rental unit,Entire home/apt,5,10.0,2.0,"[""Hot water"", ""Keypad"", ""Free washer \u2013 In building"", ""Bed linens"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Lake access"", ""Cooking basics"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Portable air conditioning"", ""Dishes and silverware"", ""Pets allowed"", ""Free dryer \u2013 In building"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Stove"", ""Heating"", ""Window AC unit"", ""Room-darkening shades"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Oven"", ""Self check-in"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",170.0,True,30,60,90,365,15,4.6,4.8,4.73,4.67,3.93,4.2
20999081,Spacious Home: 4BR 4BA and 4 Car Garage,151176849,False,1,Hennepin,45.14561,-93.35339,Entire home,Entire home/apt,8,40.0,4.0,"[""Wifi"", ""Free parking on premises"", ""Refrigerator"", ""Dryer"", ""Essentials"", ""Indoor fireplace"", ""Cooking basics"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""TV with standard cable"", ""Kitchen"", ""Oven"", ""Hair dryer"", ""Fire extinguisher""]",1038.0,True,28,58,88,178,1,5.0,5.0,5.0,5.0,5.0,3.0
21005127,Modern Hotel Style- Sleeps 6 #A301,151233892,False,5,Hennepin,44.98586,-93.2453,Entire rental unit,Entire home/apt,6,10.0,2.0,"[""Hot water"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""Heating"", ""Coffee"", ""Lockbox"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Bathtub"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",81.0,True,10,27,48,123,289,4.79,4.89,4.84,4.92,4.83,4.79
21034745,Sunrise & Sunset Lake Views - Sleeps 12,148641179,False,1,Le Sueur,44.47277,-93.58628,Entire home,Entire home/apt,12,20.0,3.0,"[""Hot water"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shower gel"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""First aid kit"", ""Free parking on premises"", ""Outdoor furniture"", ""Ceiling fan"", ""Private BBQ grill: charcoal"", ""Fridgidaire refrigerator"", ""Fire extinguisher"", ""Essentials"", ""Bikes"", ""Kayak"", ""Lake access"", ""Pocket wifi"", ""Fire pit"", ""Cooking basics"", ""Coffee maker: drip coffee maker"", ""Private entrance"", ""Whirlpool stainless steel oven"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Wine glasses"", ""Body soap"", ""Microwave"", ""Extra pillows and blankets"", ""Lake view"", ""Smoke alarm"", ""Shared backyard \u2013 Not fully fenced"", ""Heating"", ""Single level home"", ""Conditioner"", ""Laundromat nearby"", ""Coffee"", ""Private patio or balcony"", ""Board games"", ""EV charger - level 1"", ""Portable fans"", ""Cleaning products"", ""Lockbox"", ""Kitchen"", ""55\"" HDTV with Roku"", ""Baking sheet"", ""Whirlpool stainless steel gas stove"", ""Waterfront"", ""Self check-in"", ""Clothing storage: closet and dresser"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",95.0,True,30,60,90,90,3,5.0,5.0,5.0,5.0,5.0,5.0
21036871,Lakeside Retreat near Stillwater/St. Croix-Beach k,8679562,True,8,Washington,45.02339,-92.94339,Private room in home,Private room,3,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Garden view"", ""Hangers"", ""Drying rack for clothing"", ""Shower gel"", ""Dedicated workspace"", ""First aid kit"", ""Sea view"", ""Free parking on premises"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Beach view"", ""Lake access"", ""Kayak"", ""Fire pit"", ""Cooking basics"", ""Ethernet connection"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Iron"", ""Shampoo"", ""Washer"", ""Bay view"", ""Dishes and silverware"", ""Toaster"", ""Children\u2019s books and toys"", ""Private backyard \u2013 Not fully fenced"", ""Coffee maker"", ""Mini fridge"", ""TV with standard cable, DVD player"", ""Microwave"", ""Extra pillows and blankets"", ""Lake view"", ""Smoke alarm"", ""BBQ grill"", ""Heating"", ""Beach essentials"", ""Conditioner"", ""Coffee"", ""Game console"", ""Beach access \u2013 Beachfront"", ""Portable fans"", ""Barbecue utensils"", ""Outdoor dining area"", ""Baking sheet"", ""Waterfront"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",85.0,True,24,54,84,346,31,4.9,4.94,5.0,4.97,4.87,4.84
21042563,Lakeside Retreat Stillwater 250' Private Beach a,8679562,True,8,Washington,45.02338,-92.94365,Private room in home,Private room,2,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Drying rack for clothing"", ""Shower gel"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Ceiling fan"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Kayak"", ""Lake access"", ""Fire pit"", ""Cooking basics"", ""Ethernet connection"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Coffee maker: Keurig coffee machine"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Children\u2019s books and toys"", ""Wine glasses"", ""Body soap"", ""Private backyard \u2013 Not fully fenced"", ""Mini fridge"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""BBQ grill"", ""Heating"", ""Beach essentials"", ""Conditioner"", ""TV with standard cable"", ""Game console"", ""Portable fans"", ""Cleaning products"", ""Barbecue utensils"", ""Outdoor dining area"", ""Private beach access \u2013 Beachfront"", ""Baking sheet"", ""Waterfront"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",75.0,True,24,50,80,339,43,4.93,5.0,5.0,4.95,4.95,4.95
21066517,"Ginger Bug House Retro Room, No cleaning Fee",151801278,True,3,Hennepin,44.88351,-93.25477,Private room in home,Private room,2,1050.0,1.0,"[""Hot water"", ""Host greets you"", ""Dining table"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Fast wifi \u2013 105 Mbps"", ""Dedicated workspace"", ""Hangers"", ""First aid kit"", ""Refrigerator"", ""Outdoor furniture"", ""Ceiling fan"", ""Bikes"", ""Essentials"", ""TRESemme moisture-rich conditioner"", ""Fire pit"", ""Free street parking"", ""Lock on bedroom door"", ""Iron"", ""Shampoo"", ""Dishes and silverware"", ""Toaster"", ""Wine glasses"", ""Body soap"", ""Coffee maker"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Private backyard \u2013 Fully fenced"", ""Heating"", ""Laundromat nearby"", ""Private patio or balcony"", ""Window AC unit"", ""Cleaning products"", ""Outdoor dining area"", ""Bathtub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",60.0,True,27,52,82,82,238,4.92,4.99,4.95,4.95,4.92,4.94
21067942,Saint Paul Home with a View,151816544,False,1,Ramsey,44.95627,-93.06747,Entire rental unit,Entire home/apt,4,10.0,1.0,"[""Hot water"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""First aid kit"", ""TV"", ""Refrigerator"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Cooking basics"", ""Free street parking"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Building staff"", ""Baby bath"", ""Dishes and silverware"", ""Breakfast"", ""Baby monitor"", ""Children\u2019s books and toys"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Air conditioning"", ""Stove"", ""BBQ grill"", ""Heating"", ""Backyard"", ""Changing table"", ""Outdoor dining area"", ""Kitchen"", ""Oven"", ""Self check-in"", ""Bathtub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",79.0,True,0,0,0,0,142,4.91,4.89,4.99,4.96,4.89,4.94
21068807,"10 Bedroom Sleeps 20 Minneapolis, near everything!",140108844,False,15,Hennepin,45.00848,-93.28374,Entire home,Entire home/apt,16,50.0,10.0,"[""Hot water"", ""Dining table"", ""Long term stays allowed"", ""Bed linens"", ""Central air conditioning"", ""Dishwasher"", ""Crib"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shower gel"", ""City skyline view"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Private backyard"", ""Ceiling fan"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Hot water kettle"", ""Cooking basics"", ""Ethernet connection"", ""Blender"", ""Free street parking"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Breakfast"", ""Toaster"", ""Pets allowed"", ""Wine glasses"", ""Body soap"", ""Coffee maker"", ""Microwave"", ""Extra pillows and blankets"", ""Freezer"", ""Smoke alarm"", ""Stove"", ""Record player"", ""Heating"", ""Conditioner"", ""Coffee"", ""TV with Netflix"", ""Sound system"", ""Game console"", ""Park view"", ""Portable fans"", ""Cleaning products"", ""Lockbox"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Oven"", ""Self check-in"", ""Clothing storage: closet and dresser"", ""Books and reading material"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm""]",800.0,True,11,30,57,67,4,3.5,5.0,3.5,3.75,2.75,3.75
21089152,Rural Nature. Urban Access.,152035710,False,1,Anoka,45.17211,-93.11553,Private room in home,Private room,2,10.0,1.0,"[""Hot water"", ""Host greets you"", ""Bed linens"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Free parking on premises"", ""Refrigerator"", ""Outdoor furniture"", ""Essentials"", ""Free street parking"", ""Shared patio or balcony"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Body soap"", ""Microwave"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Air conditioning"", ""Heating"", ""TV with standard cable"", ""Waterfront"", ""Bathtub"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",125.0,True,27,57,87,87,2,5.0,5.0,5.0,5.0,5.0,5.0
